dataset,delta_time,end_time,interval_id,speaker,start_time,video_fn,video_link
train,19.266666666666666,2019-09-26 00:01:45.533333301,cmu0000006393|mirror,lec_cosmic|mirror,2019-09-26 00:01:26.266666650,SwW1K7Dibc8,https://www.youtube.com/watch?v=SwW1K7Dibc8
train,5.5,2019-09-26 00:01:51.099999905,cmu0000006394|mirror,lec_cosmic|mirror,2019-09-26 00:01:45.599999905,SwW1K7Dibc8,https://www.youtube.com/watch?v=SwW1K7Dibc8
train,4.5,2019-09-26 00:02:01.500000,cmu0000006395|mirror,lec_cosmic|mirror,2019-09-26 00:01:57,SwW1K7Dibc8,https://www.youtube.com/watch?v=SwW1K7Dibc8
train,10.366666666666674,2019-09-26 00:02:45.066666603,cmu0000006398|mirror,lec_cosmic|mirror,2019-09-26 00:02:34.700000048,SwW1K7Dibc8,https://www.youtube.com/watch?v=SwW1K7Dibc8
train,69.73333333333332,2019-09-26 00:03:59.066666603,cmu0000006399|mirror,lec_cosmic|mirror,2019-09-26 00:02:49.333333254,SwW1K7Dibc8,https://www.youtube.com/watch?v=SwW1K7Dibc8
train,7.366666666666673,2019-09-26 00:04:42.366666555,cmu0000006401|mirror,lec_cosmic|mirror,2019-09-26 00:04:35,SwW1K7Dibc8,https://www.youtube.com/watch?v=SwW1K7Dibc8
train,76.73333333333333,2019-09-26 00:05:59.166666746,cmu0000006402|mirror,lec_cosmic|mirror,2019-09-26 00:04:42.433333397,SwW1K7Dibc8,https://www.youtube.com/watch?v=SwW1K7Dibc8
train,10.033333333333305,2019-09-26 00:06:13.200000048,cmu0000006403|mirror,lec_cosmic|mirror,2019-09-26 00:06:03.166666746,SwW1K7Dibc8,https://www.youtube.com/watch?v=SwW1K7Dibc8
train,8.433333333333332,2019-09-26 00:00:24.333333254,cmu0000006405|mirror,lec_cosmic|mirror,2019-09-26 00:00:15.900000095,JM8vAGReKkc,https://www.youtube.com/watch?v=JM8vAGReKkc
train,7.233333333333332,2019-09-26 00:00:23.133333445,cmu0000006409|mirror,lec_cosmic|mirror,2019-09-26 00:00:15.900000095,f2j567E1Zqo,https://www.youtube.com/watch?v=f2j567E1Zqo
train,112.56666666666668,2019-09-26 00:02:22.799999952,cmu0000006410|mirror,lec_cosmic|mirror,2019-09-26 00:00:30.233333349,f2j567E1Zqo,https://www.youtube.com/watch?v=f2j567E1Zqo
train,18.400000000000006,2019-09-26 00:02:41.266666650,cmu0000006411|mirror,lec_cosmic|mirror,2019-09-26 00:02:22.866666555,f2j567E1Zqo,https://www.youtube.com/watch?v=f2j567E1Zqo
train,54.6,2019-09-26 00:03:35.933333397,cmu0000006412|mirror,lec_cosmic|mirror,2019-09-26 00:02:41.333333254,f2j567E1Zqo,https://www.youtube.com/watch?v=f2j567E1Zqo
train,23.099999999999994,2019-09-26 00:04:03.099999905,cmu0000006413|mirror,lec_cosmic|mirror,2019-09-26 00:03:40,f2j567E1Zqo,https://www.youtube.com/watch?v=f2j567E1Zqo
train,4.366666666666674,2019-09-26 00:04:07.533333301,cmu0000006414|mirror,lec_cosmic|mirror,2019-09-26 00:04:03.166666746,f2j567E1Zqo,https://www.youtube.com/watch?v=f2j567E1Zqo
train,8.133333333333326,2019-09-26 00:05:28.133333445,cmu0000006416|mirror,lec_cosmic|mirror,2019-09-26 00:05:20,f2j567E1Zqo,https://www.youtube.com/watch?v=f2j567E1Zqo
train,7.900000000000035,2019-09-26 00:05:36.099999905,cmu0000006417|mirror,lec_cosmic|mirror,2019-09-26 00:05:28.200000048,f2j567E1Zqo,https://www.youtube.com/watch?v=f2j567E1Zqo
train,13.5,2019-09-26 00:05:49.900000095,cmu0000006418|mirror,lec_cosmic|mirror,2019-09-26 00:05:36.400000095,f2j567E1Zqo,https://www.youtube.com/watch?v=f2j567E1Zqo
train,7.03333333333336,2019-09-26 00:05:57,cmu0000006419|mirror,lec_cosmic|mirror,2019-09-26 00:05:49.966666698,f2j567E1Zqo,https://www.youtube.com/watch?v=f2j567E1Zqo
train,32.06666666666666,2019-09-26 00:02:38.633333445,cmu0000006423|mirror,lec_cosmic|mirror,2019-09-26 00:02:06.566666603,-KUXPcs2Di4,https://www.youtube.com/watch?v=-KUXPcs2Di4
train,7.666666666666656,2019-09-26 00:02:53.500000,cmu0000006425|mirror,lec_cosmic|mirror,2019-09-26 00:02:45.833333254,-KUXPcs2Di4,https://www.youtube.com/watch?v=-KUXPcs2Di4
train,29.566666666666666,2019-09-26 00:03:33.566666603,cmu0000006427|mirror,lec_cosmic|mirror,2019-09-26 00:03:04,-KUXPcs2Di4,https://www.youtube.com/watch?v=-KUXPcs2Di4
train,5.566666666666663,2019-09-26 00:03:39.400000095,cmu0000006428|mirror,lec_cosmic|mirror,2019-09-26 00:03:33.833333254,-KUXPcs2Di4,https://www.youtube.com/watch?v=-KUXPcs2Di4
train,5.933333333333337,2019-09-26 00:05:22.666666746,cmu0000006431|mirror,lec_cosmic|mirror,2019-09-26 00:05:16.733333349,-KUXPcs2Di4,https://www.youtube.com/watch?v=-KUXPcs2Di4
train,10.433333333333279,2019-09-26 00:05:35.966666698,cmu0000006432|mirror,lec_cosmic|mirror,2019-09-26 00:05:25.533333301,-KUXPcs2Di4,https://www.youtube.com/watch?v=-KUXPcs2Di4
train,13.366666666666674,2019-09-26 00:05:49.433333397,cmu0000006433|mirror,lec_cosmic|mirror,2019-09-26 00:05:36.066666603,-KUXPcs2Di4,https://www.youtube.com/watch?v=-KUXPcs2Di4
train,41.03333333333336,2019-09-26 00:06:30.733333349,cmu0000006434|mirror,lec_cosmic|mirror,2019-09-26 00:05:49.700000048,-KUXPcs2Di4,https://www.youtube.com/watch?v=-KUXPcs2Di4
train,5.7333333333333485,2019-09-26 00:06:52.500000,cmu0000006436|mirror,lec_cosmic|mirror,2019-09-26 00:06:46.766666651,-KUXPcs2Di4,https://www.youtube.com/watch?v=-KUXPcs2Di4
train,34.899999999999984,2019-09-26 00:07:45.933333397,cmu0000006438|mirror,lec_cosmic|mirror,2019-09-26 00:07:11.033333302,-KUXPcs2Di4,https://www.youtube.com/watch?v=-KUXPcs2Di4
train,26.0,2019-09-26 00:08:15.233333349,cmu0000006439|mirror,lec_cosmic|mirror,2019-09-26 00:07:49.233333349,-KUXPcs2Di4,https://www.youtube.com/watch?v=-KUXPcs2Di4
train,22.766666666666712,2019-09-26 00:08:38.066666603,cmu0000006440|mirror,lec_cosmic|mirror,2019-09-26 00:08:15.299999952,-KUXPcs2Di4,https://www.youtube.com/watch?v=-KUXPcs2Di4
train,18.833333333333336,2019-09-26 00:00:34.733333349,cmu0000006443|mirror,lec_cosmic|mirror,2019-09-26 00:00:15.900000095,_GmzGci0Cpw,https://www.youtube.com/watch?v=_GmzGci0Cpw
train,27.76666666666666,2019-09-26 00:01:10.099999905,cmu0000006444|mirror,lec_cosmic|mirror,2019-09-26 00:00:42.333333254,_GmzGci0Cpw,https://www.youtube.com/watch?v=_GmzGci0Cpw
train,172.5,2019-09-26 00:04:04.200000048,cmu0000006445|mirror,lec_cosmic|mirror,2019-09-26 00:01:11.700000048,_GmzGci0Cpw,https://www.youtube.com/watch?v=_GmzGci0Cpw
train,68.6333333333333,2019-09-26 00:05:12.900000095,cmu0000006446|mirror,lec_cosmic|mirror,2019-09-26 00:04:04.266666650,_GmzGci0Cpw,https://www.youtube.com/watch?v=_GmzGci0Cpw
train,172.2,2019-09-26 00:08:05.833333254,cmu0000006447|mirror,lec_cosmic|mirror,2019-09-26 00:05:13.633333445,_GmzGci0Cpw,https://www.youtube.com/watch?v=_GmzGci0Cpw
train,10.0,2019-09-26 00:08:19.833333254,cmu0000006448|mirror,lec_cosmic|mirror,2019-09-26 00:08:09.833333254,_GmzGci0Cpw,https://www.youtube.com/watch?v=_GmzGci0Cpw
train,13.7,2019-09-26 00:00:29.599999905,cmu0000006450|mirror,lec_cosmic|mirror,2019-09-26 00:00:15.900000095,lEnolaQmkMw,https://www.youtube.com/watch?v=lEnolaQmkMw
train,39.70000000000002,2019-09-26 00:02:11.299999952,cmu0000006453|mirror,lec_cosmic|mirror,2019-09-26 00:01:31.599999905,lEnolaQmkMw,https://www.youtube.com/watch?v=lEnolaQmkMw
train,21.53333333333333,2019-09-26 00:02:32.900000095,cmu0000006454|mirror,lec_cosmic|mirror,2019-09-26 00:02:11.366666555,lEnolaQmkMw,https://www.youtube.com/watch?v=lEnolaQmkMw
train,31.96666666666667,2019-09-26 00:04:20.200000048,cmu0000006456|mirror,lec_cosmic|mirror,2019-09-26 00:03:48.233333349,lEnolaQmkMw,https://www.youtube.com/watch?v=lEnolaQmkMw
train,19.966666666666697,2019-09-26 00:04:41.933333397,cmu0000006457|mirror,lec_cosmic|mirror,2019-09-26 00:04:21.966666698,lEnolaQmkMw,https://www.youtube.com/watch?v=lEnolaQmkMw
train,18.433333333333334,2019-09-26 00:05:24.266666650,cmu0000006459|mirror,lec_cosmic|mirror,2019-09-26 00:05:05.833333254,lEnolaQmkMw,https://www.youtube.com/watch?v=lEnolaQmkMw
train,14.866666666666674,2019-09-26 00:05:39.666666746,cmu0000006460|mirror,lec_cosmic|mirror,2019-09-26 00:05:24.799999952,lEnolaQmkMw,https://www.youtube.com/watch?v=lEnolaQmkMw
train,39.36666666666667,2019-09-26 00:06:27.766666651,cmu0000006462|mirror,lec_cosmic|mirror,2019-09-26 00:05:48.400000095,lEnolaQmkMw,https://www.youtube.com/watch?v=lEnolaQmkMw
train,214.6,2019-09-26 00:04:05.299999952,cmu0000006465|mirror,lec_cosmic|mirror,2019-09-26 00:00:30.700000048,QTJuzevTGkQ,https://www.youtube.com/watch?v=QTJuzevTGkQ
train,5.566666666666663,2019-09-26 00:04:13.700000048,cmu0000006466|mirror,lec_cosmic|mirror,2019-09-26 00:04:08.133333445,QTJuzevTGkQ,https://www.youtube.com/watch?v=QTJuzevTGkQ
train,10.100000000000025,2019-09-26 00:04:32.799999952,cmu0000006468|mirror,lec_cosmic|mirror,2019-09-26 00:04:22.700000048,QTJuzevTGkQ,https://www.youtube.com/watch?v=QTJuzevTGkQ
train,6.299999999999999,2019-09-26 00:00:22.200000048,cmu0000006470|mirror,lec_cosmic|mirror,2019-09-26 00:00:15.900000095,zqXBZ81bWOc,https://www.youtube.com/watch?v=zqXBZ81bWOc
train,22.56666666666667,2019-09-26 00:00:51.833333254,cmu0000006471|mirror,lec_cosmic|mirror,2019-09-26 00:00:29.266666650,zqXBZ81bWOc,https://www.youtube.com/watch?v=zqXBZ81bWOc
train,22.53333333333334,2019-09-26 00:01:14.433333397,cmu0000006472|mirror,lec_cosmic|mirror,2019-09-26 00:00:51.900000095,zqXBZ81bWOc,https://www.youtube.com/watch?v=zqXBZ81bWOc
train,25.3,2019-09-26 00:01:44.233333349,cmu0000006473|mirror,lec_cosmic|mirror,2019-09-26 00:01:18.933333397,zqXBZ81bWOc,https://www.youtube.com/watch?v=zqXBZ81bWOc
train,97.83333333333334,2019-09-26 00:05:40,cmu0000006475|mirror,lec_cosmic|mirror,2019-09-26 00:04:02.166666746,zqXBZ81bWOc,https://www.youtube.com/watch?v=zqXBZ81bWOc
train,11.466666666666667,2019-09-26 00:00:27.366666555,cmu0000006478|mirror,lec_cosmic|mirror,2019-09-26 00:00:15.900000095,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
train,21.6,2019-09-26 00:00:55.533333301,cmu0000006479|mirror,lec_cosmic|mirror,2019-09-26 00:00:33.933333397,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
dev,37.0,2019-09-26 00:02:09.099999905,cmu0000006481|mirror,lec_cosmic|mirror,2019-09-26 00:01:32.099999905,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
dev,12.300000000000011,2019-09-26 00:02:21.466666698,cmu0000006482|mirror,lec_cosmic|mirror,2019-09-26 00:02:09.166666746,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
dev,51.36666666666667,2019-09-26 00:03:13.400000095,cmu0000006483|mirror,lec_cosmic|mirror,2019-09-26 00:02:22.033333302,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
dev,15.033333333333333,2019-09-26 00:03:31.533333301,cmu0000006484|mirror,lec_cosmic|mirror,2019-09-26 00:03:16.500000,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
dev,21.699999999999992,2019-09-26 00:04:12.099999905,cmu0000006486|mirror,lec_cosmic|mirror,2019-09-26 00:03:50.400000095,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
dev,8.73333333333332,2019-09-26 00:04:20.900000095,cmu0000006487|mirror,lec_cosmic|mirror,2019-09-26 00:04:12.166666746,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
dev,7.100000000000023,2019-09-26 00:04:28.066666603,cmu0000006488|mirror,lec_cosmic|mirror,2019-09-26 00:04:20.966666698,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
dev,21.066666666666666,2019-09-26 00:04:49.733333349,cmu0000006489|mirror,lec_cosmic|mirror,2019-09-26 00:04:28.666666746,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
dev,18.766666666666648,2019-09-26 00:05:08.566666603,cmu0000006490|mirror,lec_cosmic|mirror,2019-09-26 00:04:49.799999952,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
test,6.7333333333333485,2019-09-26 00:05:17.366666555,cmu0000006491|mirror,lec_cosmic|mirror,2019-09-26 00:05:10.633333445,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
test,7.5,2019-09-26 00:05:25.066666603,cmu0000006492|mirror,lec_cosmic|mirror,2019-09-26 00:05:17.566666603,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
test,34.46666666666664,2019-09-26 00:06:12.133333445,cmu0000006494|mirror,lec_cosmic|mirror,2019-09-26 00:05:37.666666746,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
test,29.033333333333307,2019-09-26 00:06:41.266666650,cmu0000006495|mirror,lec_cosmic|mirror,2019-09-26 00:06:12.233333349,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
test,11.399999999999974,2019-09-26 00:06:54.066666603,cmu0000006496|mirror,lec_cosmic|mirror,2019-09-26 00:06:42.666666746,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
test,35.666666666666686,2019-09-26 00:07:29.799999952,cmu0000006497|mirror,lec_cosmic|mirror,2019-09-26 00:06:54.133333445,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
test,7.566666666666663,2019-09-26 00:07:45.833333254,cmu0000006498|mirror,lec_cosmic|mirror,2019-09-26 00:07:38.266666650,lB0PosKEFYc,https://www.youtube.com/watch?v=lB0PosKEFYc
train,5.166666666666671,2019-09-26 00:01:03.966666698,cmu0000022005|mirror,lec_evol|mirror,2019-09-26 00:00:58.799999952,jxlYncI6EKY,https://www.youtube.com/watch?v=jxlYncI6EKY
train,5.633333333333327,2019-09-26 00:03:55.133333445,cmu0000022012|mirror,lec_evol|mirror,2019-09-26 00:03:49.500000,jxlYncI6EKY,https://www.youtube.com/watch?v=jxlYncI6EKY
train,4.566666666666663,2019-09-26 00:05:00.933333397,cmu0000022015|mirror,lec_evol|mirror,2019-09-26 00:04:56.366666555,jxlYncI6EKY,https://www.youtube.com/watch?v=jxlYncI6EKY
train,5.566666666666663,2019-09-26 00:05:52.733333349,cmu0000022018|mirror,lec_evol|mirror,2019-09-26 00:05:47.166666746,jxlYncI6EKY,https://www.youtube.com/watch?v=jxlYncI6EKY
train,5.53333333333336,2019-09-26 00:06:03.433333397,cmu0000022019|mirror,lec_evol|mirror,2019-09-26 00:05:57.900000095,jxlYncI6EKY,https://www.youtube.com/watch?v=jxlYncI6EKY
train,5.7333333333333485,2019-09-26 00:06:16.433333397,cmu0000022021|mirror,lec_evol|mirror,2019-09-26 00:06:10.700000048,jxlYncI6EKY,https://www.youtube.com/watch?v=jxlYncI6EKY
train,7.600000000000023,2019-09-26 00:07:24.799999952,cmu0000022025|mirror,lec_evol|mirror,2019-09-26 00:07:17.200000048,jxlYncI6EKY,https://www.youtube.com/watch?v=jxlYncI6EKY
train,5.300000000000012,2019-09-26 00:07:30.599999905,cmu0000022026|mirror,lec_evol|mirror,2019-09-26 00:07:25.299999952,jxlYncI6EKY,https://www.youtube.com/watch?v=jxlYncI6EKY
train,7.3333333333333135,2019-09-26 00:07:44.966666698,cmu0000022027|mirror,lec_evol|mirror,2019-09-26 00:07:37.633333445,jxlYncI6EKY,https://www.youtube.com/watch?v=jxlYncI6EKY
train,4.366666666666674,2019-09-26 00:07:49.799999952,cmu0000022028|mirror,lec_evol|mirror,2019-09-26 00:07:45.433333397,jxlYncI6EKY,https://www.youtube.com/watch?v=jxlYncI6EKY
train,5.633333333333383,2019-09-26 00:08:27.033333302,cmu0000022030|mirror,lec_evol|mirror,2019-09-26 00:08:21.400000095,jxlYncI6EKY,https://www.youtube.com/watch?v=jxlYncI6EKY
train,27.03333333333333,2019-09-26 00:00:27.233333349,cmu0000022032|mirror,lec_evol|mirror,2019-09-26 00:00:00.200000048,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,10.033333333333333,2019-09-26 00:00:39.933333397,cmu0000022033|mirror,lec_evol|mirror,2019-09-26 00:00:29.900000095,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,4.5,2019-09-26 00:00:55.833333254,cmu0000022035|mirror,lec_evol|mirror,2019-09-26 00:00:51.333333254,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,12.96666666666666,2019-09-26 00:01:11.299999952,cmu0000022036|mirror,lec_evol|mirror,2019-09-26 00:00:58.333333254,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,8.233333333333334,2019-09-26 00:01:44,cmu0000022038|mirror,lec_evol|mirror,2019-09-26 00:01:35.766666651,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,13.666666666666654,2019-09-26 00:02:23.533333301,cmu0000022040|mirror,lec_evol|mirror,2019-09-26 00:02:09.866666555,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,5.366666666666647,2019-09-26 00:03:43.666666746,cmu0000022042|mirror,lec_evol|mirror,2019-09-26 00:03:38.299999952,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,6.766666666666652,2019-09-26 00:05:00.133333445,cmu0000022047|mirror,lec_evol|mirror,2019-09-26 00:04:53.366666555,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,5.7333333333333485,2019-09-26 00:06:17,cmu0000022055|mirror,lec_evol|mirror,2019-09-26 00:06:11.266666650,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,5.566666666666663,2019-09-26 00:06:25.233333349,cmu0000022056|mirror,lec_evol|mirror,2019-09-26 00:06:19.666666746,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,8.099999999999966,2019-09-26 00:07:19.466666698,cmu0000022059|mirror,lec_evol|mirror,2019-09-26 00:07:11.366666555,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,12.366666666666674,2019-09-26 00:09:08.099999905,cmu0000022066|mirror,lec_evol|mirror,2019-09-26 00:08:55.733333349,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,10.166666666666627,2019-09-26 00:09:23.933333397,cmu0000022067|mirror,lec_evol|mirror,2019-09-26 00:09:13.766666651,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,6.266666666666652,2019-09-26 00:09:50.500000,cmu0000022068|mirror,lec_evol|mirror,2019-09-26 00:09:44.233333349,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,13.733333333333347,2019-09-26 00:10:37.133333445,cmu0000022069|mirror,lec_evol|mirror,2019-09-26 00:10:23.400000095,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,4.399999999999976,2019-09-26 00:10:48.466666698,cmu0000022071|mirror,lec_evol|mirror,2019-09-26 00:10:44.066666603,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,4.766666666666652,2019-09-26 00:11:08.466666698,cmu0000022074|mirror,lec_evol|mirror,2019-09-26 00:11:03.700000048,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,8.200000000000045,2019-09-26 00:11:19.833333254,cmu0000022075|mirror,lec_evol|mirror,2019-09-26 00:11:11.633333445,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,5.0,2019-09-26 00:11:48.833333254,cmu0000022078|mirror,lec_evol|mirror,2019-09-26 00:11:43.833333254,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,5.7000000000000455,2019-09-26 00:12:19.466666698,cmu0000022080|mirror,lec_evol|mirror,2019-09-26 00:12:13.766666651,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,21.866666666666674,2019-09-26 00:13:03.033333302,cmu0000022081|mirror,lec_evol|mirror,2019-09-26 00:12:41.166666746,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,6.9666666666665815,2019-09-26 00:15:02.033333302,cmu0000022085|mirror,lec_evol|mirror,2019-09-26 00:14:55.066666603,x1Rq77YRCik,https://www.youtube.com/watch?v=x1Rq77YRCik
train,6.1,2019-09-26 00:00:09.933333397,cmu0000022088|mirror,lec_evol|mirror,2019-09-26 00:00:03.833333254,XJJ7z1woYmg,https://www.youtube.com/watch?v=XJJ7z1woYmg
train,11.166666666666668,2019-09-26 00:00:21.166666746,cmu0000022089|mirror,lec_evol|mirror,2019-09-26 00:00:10,XJJ7z1woYmg,https://www.youtube.com/watch?v=XJJ7z1woYmg
train,7.366666666666673,2019-09-26 00:01:39.233333349,cmu0000022091|mirror,lec_evol|mirror,2019-09-26 00:01:31.866666555,XJJ7z1woYmg,https://www.youtube.com/watch?v=XJJ7z1woYmg
train,9.533333333333333,2019-09-26 00:02:30.033333302,cmu0000022095|mirror,lec_evol|mirror,2019-09-26 00:02:20.500000,XJJ7z1woYmg,https://www.youtube.com/watch?v=XJJ7z1woYmg
train,8.933333333333337,2019-09-26 00:06:19.099999905,cmu0000022102|mirror,lec_evol|mirror,2019-09-26 00:06:10.166666746,XJJ7z1woYmg,https://www.youtube.com/watch?v=XJJ7z1woYmg
train,4.566666666666663,2019-09-26 00:06:43.766666651,cmu0000022104|mirror,lec_evol|mirror,2019-09-26 00:06:39.200000048,XJJ7z1woYmg,https://www.youtube.com/watch?v=XJJ7z1woYmg
train,5.133333333333326,2019-09-26 00:06:53.166666746,cmu0000022105|mirror,lec_evol|mirror,2019-09-26 00:06:48.033333302,XJJ7z1woYmg,https://www.youtube.com/watch?v=XJJ7z1woYmg
train,4.966666666666639,2019-09-26 00:06:58.700000048,cmu0000022106|mirror,lec_evol|mirror,2019-09-26 00:06:53.733333349,XJJ7z1woYmg,https://www.youtube.com/watch?v=XJJ7z1woYmg
train,4.333333333333371,2019-09-26 00:12:31.500000,cmu0000022113|mirror,lec_evol|mirror,2019-09-26 00:12:27.166666746,XJJ7z1woYmg,https://www.youtube.com/watch?v=XJJ7z1woYmg
train,19.8,2019-09-26 00:00:21.333333254,cmu0000022115|mirror,lec_evol|mirror,2019-09-26 00:00:01.533333301,ei0FAt8k44Q,https://www.youtube.com/watch?v=ei0FAt8k44Q
train,5.100000000000001,2019-09-26 00:00:26.500000,cmu0000022116|mirror,lec_evol|mirror,2019-09-26 00:00:21.400000095,ei0FAt8k44Q,https://www.youtube.com/watch?v=ei0FAt8k44Q
train,5.266666666666667,2019-09-26 00:00:49.400000095,cmu0000022117|mirror,lec_evol|mirror,2019-09-26 00:00:44.133333445,ei0FAt8k44Q,https://www.youtube.com/watch?v=ei0FAt8k44Q
train,4.233333333333333,2019-09-26 00:00:54.966666698,cmu0000022118|mirror,lec_evol|mirror,2019-09-26 00:00:50.733333349,ei0FAt8k44Q,https://www.youtube.com/watch?v=ei0FAt8k44Q
train,5.0,2019-09-26 00:03:02.466666698,cmu0000022122|mirror,lec_evol|mirror,2019-09-26 00:02:57.466666698,ei0FAt8k44Q,https://www.youtube.com/watch?v=ei0FAt8k44Q
train,5.2999999999999545,2019-09-26 00:05:04.400000095,cmu0000022123|mirror,lec_evol|mirror,2019-09-26 00:04:59.099999905,ei0FAt8k44Q,https://www.youtube.com/watch?v=ei0FAt8k44Q
train,7.100000000000023,2019-09-26 00:05:12.599999905,cmu0000022124|mirror,lec_evol|mirror,2019-09-26 00:05:05.500000,ei0FAt8k44Q,https://www.youtube.com/watch?v=ei0FAt8k44Q
